날짜,제목
2021-03-03,차량번호 변경부탁드려요~
2021-03-03,차량번호 변경 부탁드립니다.
2021-03-02,차량번호 변경을 요청합니다.
2021-03-02,차량번호 변경 요청
2021-03-02,카드 배송 문의드립니다.
2021-03-02,차량번호등록요청요
2021-03-02,차량번호 변경을 요청드립니다
2021-03-01,카드 변경으로 인한 결제 실패 결제 문의
2021-03-01,과거 전기차 충전소 데이터
2021-03-01,국가보조 지원금 문의 드려요
2021-02-28,와이프 명의 카드 등록 방법 있나요?
2021-02-28,결제카드 등록 후 포인트 등록
2021-02-28,차량번호변경 및 결제확인 가능시기
2021-02-27,전기차 충전기 자리에 일반차량 주차관련 문의 드립니다.
2021-02-27,인증실패
2021-02-27,phev bmw 530e 전기카드문의
2021-02-26,전기차 충전중 타인이 임의중단
2021-02-26,사용분 카드결재 방법문의
2021-02-26,전기차 충전카드의 결제 신용카드 등록시 배우자 신용카드로 등록이 가능한가요?
2021-02-26,충전기 상태 확인 불가 및 고장
2021-02-26,결제카드 연결이 안됩니다
2021-02-26,차량 번호 변경 요청드립니다.
2021-02-26,홈페이지 포인트 결제 메뉴 빠른 조치 부탁드립니다.
2021-02-25,장애인 전기차 구매시 세제혜택
2021-02-24,플러그인 차량 카드 발급 관련 질문입니다.
2021-02-24,차량번호 변경 요청
2021-02-24,차량번호 변경요청드립니다
2021-02-23,충전 안했는데 결제 문자가 왔습니다.
2021-02-23,롯데 청량리 충전기 고장난채로 방치중
2021-02-23,결제금액 문의
2021-02-23,충전기 충전케이블 도르레 점검 요청 독촉
2021-02-23,결제카드 만기로 결제가 안됬었어요. 결제부탁드려요
2021-02-23,카드 미수령배송
2021-02-22,결제카드변경
2021-02-22,충전내역 조회가 어렵습니다.
2021-02-21,카드발급시 차량번호 오류 수정요청
2021-02-18,차량번호 변경 요청합니다.
2021-02-18,일회충전 주행거리에 대하여
2021-02-18,차량번호 변경 요청합니다
2021-02-17,카드발급 배송문의
2021-02-17,결제 변경 요청
2021-02-17,충전기 충전케이블 도르레 점검 요청
2021-02-16,수소차 충전소 문의드립니다.
2021-02-16,차량번호 변경 요청
2021-02-16,전기차. 충전소문의
2021-02-16,차량번호 변경요청
2021-02-15,카드발급문의
2021-02-15,전기자동차 충전카드 발급
2021-02-14,유료 충전소 요금관련하여 문의드립니다.
2021-02-13,괴산군 사리면사무소 충전기 시범운영관련 문의드립니다.
2021-02-11,차량번호변경요청
2021-02-10,차량번호 변경 부탁드립니다.
2021-02-10,급속충전기 개선 건의사항에 대한 답변을 부탁드립니다.
2021-02-10,전기차 충전 잔액(취소요청금액) 미환불 문의
2021-02-10,차량번호 변경요청 드립니다.
2021-02-10,예전 전기차 충전소 위치 데이터도 구할 수 있을 까요?
2021-02-09,차량번호 변경 해주세요.
2021-02-08,전기차 카드에 결제카드 등록시 2개까지 등록이 가능한가요 ?
2021-02-08,차량번호 수정 부탁드립니다
2021-02-07,충전카드 분실
2021-02-06,멤버십 카드 등록
2021-02-05,경남지방 휴게소 충전기가 전부 고장입니다.
2021-02-04,차량번호 변경 등록 요청
2021-02-04,공공충전인프라 멤버십 카드 발급대상
2021-02-03,차량번호 변경요청
2021-02-03,급속충전기 운영 개선요청
2021-02-03,충전비 결제가 어떻게 진행되는지 알고 싶습니다.
2021-02-02,카드 분실후 재발급
2021-02-02,이용내역 확인
2021-02-02,차데모차량은 너무 힘이 듭니다
2021-02-02,타기관 이용내역 취합/검색가능 일정 문의
2021-01-31,단지내 완속/급속충전기 사용이 안됩니다.
2021-01-30,차량번호 변경요청드립니다. / 완속충전은 안되나요?
2021-01-30,충전기 고장
2021-01-29,충전후 알림 전화번호 변경
2021-01-29,충전후 같은 충전기로 연속 두번 못하게 좀 막아주세요
2021-01-29,차량번호 변경 요청 드립니다
2021-01-29,마이페이지 충전이용내역
2021-01-28,전기차 유지 비교 화면 관련 건의
2021-01-27,지자체별 보조금 지원 현황
2021-01-27,전기차 관련 문의
2021-01-27,차량번호 변경요청
2021-01-27,멤버쉽카드 환경부급속충전기에서만 인증 되나요?
2021-01-26,충전기 고장
2021-01-26,보조금 의무 준수사항시 타지연 이전 환수관련 건.
2021-01-26,연락처 변경
2021-01-25,회원카드 발급대상
2021-01-25,충전기 사용 불편입니다.
2021-01-25,차량등록번호 변경을 부탁드립니다.
2021-01-25,회원카드 정보변경(차량번호 변경 및 결제카드 등록)
2021-01-24,차량번호 변경등록 신청합니다.
2021-01-23,차량번호 변경 요청
2021-01-22,카드 해지 및 충전 요금 결제 문의
2021-01-22,차량번호 변경 요청드립니다
2021-01-22,사후 정산 관련 문의
2021-01-22,충전카드 문의
2021-01-21,법인 담당자 변경됐을 때
2021-01-21,회원카드 분실
2021-01-21,"오늘 받아 등록했는데, 충전기에서는 등록되지 않은 카드랍니다. 차를 끌고 나가야하는데 못 나가고 있어요 빠른해결요망!!"
2021-01-21,차량번호 변경 질문
2021-01-21,차량번호 변경요청합니다.
2021-01-20,전기스쿠터 개인 충전할수있는곳
2021-01-20,임시번호차량 회원카드 등록
2021-01-19,회원카드 분실 후 찾았을 경우
2021-01-19,이용요금조회
2021-01-19,환경부 충전기 수리 지연
2021-01-19,차량번호 변경 부탁드려요
2021-01-19,화원인증 대기시간 관련
2021-01-19,차량 번호 변경 요청 드립니다
2021-01-18,고장난 충전소 수리 현황 관하여
2021-01-18,의무구매 기관담당자 변경 요청
2021-01-18,의무구매 기관 담당자 변경
2021-01-18,충전결재 관련돼서 문의드립니다.
2021-01-18,결제 카드 유효기간 만료로 결제 실패 처리 되었습니다.
2021-01-17,충전카드 하나로 통합요청
2021-01-16,차량 번호 변경 요청 드립니다.
2021-01-16,21년도 건의 좀 하겠습니다.
2021-01-15,충전기를 확중해 주세요(급합니다.)
2021-01-15,차량번호 변경 요청
2021-01-14,결재하기 위한 신용카드를 변경할려고 합니다.
2021-01-14,타기관 이용건은 언제 조회되나요?
2021-01-13,카드 신청했는데 플러그인 하이브리드 차량입니다.
2021-01-13,플러그인 하이브리드도 신청가능한가요?
2021-01-13,카드 부분 결제 취소 관련
2021-01-12,전기차충전기 고장 신고
2021-01-12,차량 번호 수정 요청 드립니다.
2021-01-11,답변해주시기 바랍니다. 말도 안되는 홈페이지 운영에 대해서.
2021-01-10,인천공항 주차장 할인
2021-01-08,등록이안된 회원이라고나와요.
2021-01-07,수소충전소 위치 정보 변경요청
2021-01-07,건물 공용 충전기 운영/관리 요금 납부 문의
2021-01-07,통신문제 문의2
2021-01-06,회원카드 미수령
2021-01-06,충전기 점검 요청합니다.
2021-01-06,차량번호 변경 요청
2021-01-06,12/2 발급한 카드를 아직 받지 못했습니다.
2021-01-05,발급 신청 취소 문의드립니다.
2021-01-05,차량번호 변경 요청
2021-01-05,회원정보 변경
2021-01-05,차량번호 변경
2021-01-05,차량번호
2021-01-04,차량번호
2021-01-04,수소차 구매보조금 지급현황 정보 관련 문의
2021-01-04,회원정보 변경
2021-01-04,차량번호 변경 부탁드립니다.
2021-01-03,또 고장& 건의시항 무응답
2021-01-02,결제카드 등록오류
2021-01-02,전기차 충전소 운영 시 점검 리스트
2021-01-01,공동주택내 충전소 이용불편신고
2021-01-01,차량번호 변경 요청
